NARRATIVE,target,split
employee|be|run|the|work|boat|at|the|dredge|when|the|dredge|anchor|cable|broke|he|be|pull|approximately|300|long|cable|onto|the|deck|of|the|work|boat|he|pull|both|shoulder|he|decline|to|go|to|the|doctor|on|12/30/02|he|be|work|on|the|belt|at|the|plant|and|pull|his|shoulder|again|his|arm|and|hand|start|get|numb|so|he|be|sent|to|the|doctor|5/23/03,B-person/employee|O|B-activity/running|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand|O|O|O|O|O|O|O|O|O|O|O,train
employee|be|inspect|the|pattern|of|whizzer|blade|in|the|cement|mill|separator|when|dust|vibrate|off|of|separator|and|enter|right|eye|give|prescription|eye|drop|for|conjunctivitis|on|1/9/07,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/head/eye/right_eye|I-body_part/head/eye/right_eye|O|O|B-body_part/head/eye|O|O|O|O|O,train
fire|occur|at|impoundment|id|number|1211-tx-09-02847-17|sp-4|upon|investigation|the|fire|begin|february|15|2002.|the|fire|be|notice|by|texis-municipal-power-agency-|employee|source|of|ignition|be|be|investigate|a|of|this|date,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O,train
employee|be|instal|new|chain|sprocket|on|the|digger|drive|after|the|completion|of|the|project|employee|felt|pain|in|his|right|hip|plant|manager|be|not|notify|of|injury|until|3/15/2006|employee|be|see|by|doctor|and|recommend|to|have|mri|and|be|see|by|surgeon|employee|underwent|surgery|on|3/21/2005|for|herniated|disc,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|B-injury|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O,train
this|individual|be|operating|488|&amp;|scoop|he|have|pull|the|rubber-tired|supply|car|into|cross-cut|the|chain|be|hooked|to|the|bucket|of|the|scoop|and|frame|of|the|car|he|raise|up|the|bucket|to|get|slack|in|the|chain|to|unhook|it|this|cause|the|car|to|drop|and|smash|his|right|thumb|between|supply|car|and|bucket,O|B-person/individual|O|O|O|O|O|O|O|O|O|O|O|B-vehicle/light_vehicle/car|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-vehicle/light_vehicle/car|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-vehicle/light_vehicle/car|O|O|O|O|O|B-body_part/arm/hand/thumb/right_thumb|I-body_part/arm/hand/thumb/right_thumb|O|O|B-vehicle/light_vehicle/car|O|O,train
employee|be|operating|scoop|cleaning|the|number|entry.-he-|do|not|see|joint|of|''|pvc|pipe|that|he|picked|up|in|the|scoop|bucket|the|pipe|be|caught|between|the|rib|and|the|scoop|bucket|when|he|move|forward|the|pipe|dislodge|and|go|into|the|operator|compartment|and|struck|him|in|the|right-forehead-|and|eye|area|employee|sustain|fracture|to|the|orbit|of|his|right|eye,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-equipment/pipe|O|O|O|O|O|O|O|O|O|B-equipment/pipe|O|B-accident_cause/caught_between|I-accident_cause/caught_between|O|O|O|O|O|O|O|O|O|O|O|B-equipment/pipe|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/head/eye|O|B-person/employee|O|B-injury/fracture|O|O|O|O|O|B-body_part/head/eye/right_eye|I-body_part/head/eye/right_eye,train
the|number|phase|on|the|east|motor|of|the|nordberg|hoist|go|bad|maintenance|have|to|braze|the|bus|bar|to|get|it|back|in|work|condition|test|and|return|to|work|condition|the|follow|day|2nd|shift,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/back|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|be|hold|bar|on|spacer|on|center|pin|in|980|loader|while|another|employee|be|tap|on|the|bar|to|determine|how|tight|the|spacer|be|when|chip|of|metal|flew|off|the|spacer|and|go|in|employee's|left|arm|just|above|the|wrist|be|instruct|not|to|use|arm|for|day|decide|to|leave|metal|in|may|have|to|take|it|out|later|date|if|it|flare|up,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/left_arm|I-body_part/arm/left_arm|O|O|O|B-body_part/arm/wrist|O|O|O|O|O|B-body_part/arm|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
during|an|mine-safety-and-health-administration-|inspection|of|our|emergency|hoist|it|be|found|that|the|hoist|be|not|function|properly|the|hoist|would|not|release|the|brake|to|low|the|hoist|into|the|intake|shaft|the|investigation|reveal|that|the|90|vdc|power|supply|have|fail|which|power|the|drum|brake|release|circuit|the|power|supply|be|replace|and|the|hoist|be|return|to|service,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|be|remove|shear|pin|on|drag|chain|he|be|use|punch|to|drive|out|the|pin|miss|the|punch|and|hit|his|thumb|he|be|take|to|the|emergency-room-|and|diagnose|with|thumb|tip|fracture|pl|ace|on|modify|duty,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand/thumb|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand/thumb|O|B-injury/fracture|O|O|O|O|O,train
employee|be|pull|piece|of|curtain|off|of|the|rib|when|the|curtain|come|off|the|employee|fell|back|land|on|his|left|shoulder|the|employee|go|for|an|x-ray|result|be|negative|employee's|shoulder|continued|to|hurt|he|go|for|an|mri|there|be|positive|result|employee|be|currently|work|restrict|duty|while|do|physical|therapy,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|B-body_part/back|O|O|O|B-body_part/arm/shoulder/left_shoulder|I-body_part/arm/shoulder/left_shoulder|O|B-person/employee|O|O|O|O|O|O|O|O|B-body_part/arm/shoulder|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O,train
employee|be|help|hook|up|hay|trailer|when|he|picked|up|the|trailer|he|hurt|his|back,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/back,train
employee|be|in|the|process|of|change|tire|on|shuttle|car|he|jacked|the|car|up|the|length|of|the|jack|block|up|the|car|and|let|the|jack|down|to|add|block|under|the|jack|to|jack|the|car|up|high|while|jacking|up|the|car|the|car|start|slide|toward|the|employee|he|attempt|to|step|back|out|of|the|way|when|he|slip|and|fell|on|the|block|the|car|fell|off|the|block|and,B-person/employee|O|O|O|O|O|O|O|O|O|B-vehicle/light_vehicle/car|O|O|O|B-vehicle/light_vehicle/car|O|O|O|O|O|O|O|O|O|B-vehicle/light_vehicle/car|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-vehicle/light_vehicle/car|O|O|O|O|O|O|B-vehicle/light_vehicle/car|O|B-vehicle/light_vehicle/car|O|O|O|O|B-person/employee|O|O|O|O|B-body_part/back|O|O|O|O|O|O|O|O|O|O|O|O|O|B-vehicle/light_vehicle/car|O|O|O|O|O,train
number|entry|roof|fall|just|inby|5867|station|shuttle|car|be|caught|cross-cut|4-3|and|man|personnel|carrier|inby|in|number,O|O|O|B-accident_cause/fall|O|O|O|O|O|B-vehicle/light_vehicle/car|O|O|O|O|O|O|B-person/personnel|O|O|O|O,train
employee|be|strip|the|starter|sheet|for|copper|the|tool|he|be|use|be|dull|and|he|have|to|use|more|force|with|his|arm|to|strip|arm|be-hurt-|afterward|and|get|bad|that|even|hurt|from|finger|to|shoulder,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm|O|O|B-body_part/arm|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand/fingers|O|B-body_part/arm/shoulder,train
employee|be|mix|concrete|slurry|when|mix|get|into|his|eye|cause|burning|sensation,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|state|his|right|finger|be|smash|when|the|drill|box|he|be|instal|slip|and|smash|his|finger|against|the|drill|boom|injury|require|12|stitch,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-injury|O|O|O,train
employee|be|work|on|drop|rear|end|out|of|mantrip|he|reach|out|to|push|it|out|of|the|way|and|caught|his|left|forearm|on|cut|off|brake|line,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|be|roof|bolting|on|number|unit|number|entry|cross-cut|18|when|piece|of|rock|fell|strike|him|on|the|neck|and|shoulder|employee|do|not|sustain|any|fracture|but|miss|work|on|11/7/06,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/neck|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O,train
while|employee|be|put|up|the|rail|for|the|snake|after|belt|move|he|step|in|hole|and|twist|his|right|knee|on|4/8/04|the|employee|be|still|experience|pain|he|be|take|to|seek|medical|attention|and|be|put|on|restrict|duty|until|he|receives|mri,O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/leg/knee/right_knee|I-body_part/leg/knee/right_knee|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
an|unplanned|roof|fall|occur|in|the|number|entry|left|return|at|spad|1031.|the|fall|measure|approximately|40|foot|19|foot|foot|the|area|be|developed|on|6/1/09|no|injury|be|report,O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
have|rockfall|on|number|unit|belt|line|at|cross-cut|5-|40'-|7'-|20,O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|left|hand|be|use|lb-|hammer|with|both|hand|to|drive|dump|shaft|onto|mobile|bridge|number|the-|hammer|glance|off|shaft|and|hit|sprocket|and|small|piece|of|metal|from|sprocket|flew|into|his|right|hand|cause|injury|the|piece|of|metal|enter|between|middle|knuckle|and|embed|itself|in|top|of|his|right|hand|puncture|wound|laceration|and|cut|to|vein|top|of|hand,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand/right_hand|I-body_part/arm/hand/right_hand|O|B-injury|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand/right_hand|I-body_part/arm/hand/right_hand|B-injury/puncture|O|B-injury/laceration|O|O|O|O|O|O|B-body_part/arm/hand,train
employee|be|operating|the|drill|and|he|go|to|step|out|of|the|cab|to|check|on|his|drill|depth|he|lose|his|footing|and|fell|from|the|drill|deck|approximately|foot|he|fell|on|his|right|shoulder|and|right|side|of|his|face,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/shoulder/right_shoulder|I-body_part/arm/shoulder/right_shoulder|O|O|O|O|O|O,train
sample|beaker|of|approximately|20|ml|of|70|nitric|acid|slip|out|of|her|hand|and|struck|the|counter|top|broke|and|splash|liquid|on|her|arm|and|small|amount|on|face,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
roof|fall|occur|on|south|6x|1hdg|outby|feeder|fall|be|above|anchorage|18|wide|20|long|and|high|no|men|or|machine|be|injured|no|ventilation|or|travel|affected,O|B-accident_cause/fall|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
roof|fall|measure|approximately|17'-50-|20+-|occur|cross-cut|inby|spad|no|121.|the|fall|area|be|dangered|off|and|the|area|abandon|the|fall|will|not|be|clean|up,O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O,train
injured|be|inspect|the|installation|of|grizzly|unit|141.|he|be|stand|on|unit|150|34|inch|above|the|floor|he|reach|in|unit|141|to|get|paper|tag|a|he|remove|the|tag|his|arm|from|the|chute|he|fell|off|the|east-side-|of|unit|150.|investigation|show|he|may|have|have|his|face|in|the|atmosphere|which|cause|him|to|fall,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm|O|O|B-equipment/chute|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-accident_cause/fall,train
employee|be|operating|log|airdox|model|482|scoop|to|clean|loose|coal|in|the|number|entry|when|piece|of|draw|slate|measure|foot|by|foot|by|inch|fell|strike|him|on|the|head|and|shoulder|employee|suffer|an|abrasion|on|the|left|side|of|his|head|and|shoulder|and|slight|concussion,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/head|O|B-body_part/arm/shoulder|B-person/employee|O|O|O|O|O|O|O|O|O|B-body_part/head|O|B-body_part/arm/shoulder|O|O|O,train
employee|be|put|up|roof|bolt|when|employee|mash|employee's|right|pinkie|little|finger|between|roof|bolt|and|pot|of|the|roof|bolter|on|08/11/2017|employee|work|5.5|hour|then|left|to|go|to|the|doctor|for|follow-up|on|employee's|finger|at|which|time|the|doctor|take|employee|off|work|due|to|minimal|distal|fracture|on|the|tip|of|employee's|right|little|finger|employee|begin|miss|work|a|of|08/12/2017,B-person/employee|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|B-injury/fracture|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O,train
roof|fall|be|discover|in|number|entry|break|inby|spad|605|the|estimate|size|of|roof|fall|be|ft-|high|18-ft-|wide|and|40-ft-|long|no|injury|report,O|B-accident_cause/fall|O|O|O|O|O|B-injury/fracture/break|O|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O,train
employee|report|for|work|on|sat|june|2003|complain|of|back|pain|he|work|friday|the|6th|and|do|not|have|back|pain|he|do|not|know|of|specific|event|that|cause|back|pain|he|do|handle|50|lb|of|explosive|issue|prescription|drug|on|june|10th|make|this|case|recordable,B-person/employee|O|O|O|O|O|O|O|O|O|B-body_part/back|O|O|O|O|O|O|O|O|O|O|B-body_part/back|O|O|O|O|O|O|O|O|O|O|B-body_part/back|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
deep|laceration|to|right|ring|finger|while|put|up|ft|5/8|''|roof|bolt|with|fletcher|rrii,O|B-injury/laceration|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee's|be|work|on|an|elevate|conveyor|without|fall|protection|they|be|about|10.6|off|the|ground|employee|lose|his|footing|and|fell|over|backwards|he|land|on|his|head|and|right|wrist|employee|be|take|to|the|hospital|by|compensation|truck|employee|have|fracture|neck|and|broken|right|wrist,O|O|O|O|O|O|B-equipment/mechanical_equipment/conveyor|O|B-accident_cause/fall|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|B-body_part/head|O|O|B-body_part/arm/wrist|B-person/employee|O|O|O|O|O|O|O|O|B-person/employee|O|O|B-body_part/neck|O|O|B-body_part/arm/wrist/right_wrist|I-body_part/arm/wrist/right_wrist,train
employee|be|passenger|in|workhorse|scooter|when|the|driver|be|distract|by|spider|hang|from|above|him|scooter|swerve|strike|barrier|throw|the|individual|forward|a|the|seat|popped|off|upon|impact|employee's|leg/ankle|be|caught|under|the|seat|and|be|fracture,B-person/employee|O|O|O|O|O|O|O|B-person/driver|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|get|lime|dust|in|left|eye|while|measure|kiln|silo|lower|tape|measure|into|measure|port|cause|dust|to|blow|up|in|face|and|under|glass,B-person/employee|O|O|O|O|B-body_part/head/eye/left_eye|I-body_part/head/eye/left_eye|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|be|remove|jack|stand|from|underneath|forklift|that|he|have|be|work|on|when|he|felt|pain|in|his|right|shoulder|employee|be|sent|for|medical|attention|and|be|place|on|restriction|and|refer|to|an|orthopedist|for|far|evaluation,B-person/employee|O|O|O|O|O|O|B-vehicle/light_vehicle/forklift|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/shoulder/right_shoulder|I-body_part/arm/shoulder/right_shoulder|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
injured|be|look|for|the|phone|line|rock|fell|out|between|roof|support|hit|employee|on|side|of|head|and|shoulder|cause|bruise|on|top|of|left|shoulder,O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|B-body_part/head|O|B-body_part/arm/shoulder|O|O|O|O|O|B-body_part/arm/shoulder/left_shoulder|I-body_part/arm/shoulder/left_shoulder,train
maintainer|be|rebuild|tornado|crush|while|replace|the|breaker|ring|employee|sprain|his|wrist,B-person/maintainer|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|B-body_part/arm/wrist,train
employee|be|drilling|bolt|hole|to|install|roof|bolt|sharp|piece|of|rock|fell|strike|him|on|his|left|forearm,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
the|barge|loadout|house|that|house|the|barge|move|control|and|other|electrical|transformer|and|breaker|box|caught|on|fire|on|an|idle|shift|truck|driver|turn|it|in|and|local|fire|dept|extinguish|it|the|inside|of|the|building|be|destroyed|the|fire|last|for|about|an|hour|it|may|have|be|start|by|an|overheat|transformer|no|injury,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/driver|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
he|be|instal|roof|bolt|he|put|bolt|in|hole|and|rotate|with|up|pressure|when|he|let|head|down|bolt|and|plate|come|back|down|also|he|have|not|put|glue|in|hole|he|remove|bolt|put|in|glue|reinstall|bolt|and|rotate|a|it|be|go|up|unaware|that|plate|have|gaulded|weld|to|nut|from|previous|installation|plate|rotate|with|bolt|and|cut|his|arm,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/head|O|O|O|O|O|B-body_part/back|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm,train
crusher|jaw|get|jammed|we|de-energized|perform|all|log|out/tag|out|procedure|and|start|remove|jammed|rock|employee|while|remove|rock|smash|finger|when|employee|hit|the|side|while|hold|the|rock|cause|laceration|that|require|stitch,B-equipment/mechanical_equipment/crusher|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|O|O|B-injury/laceration|O|O|O,train
employee|be|roof|bolting|put|in|cable|bolt|when|he|have|the|hole|drill|the|proper|length|he|start|to|take|out|the|steel|when|they|get|stuck|he|get|the|first|pusher|steel|out|when|he|look|up|to|the|other|one|he|have|his|left|hand|on|the|head|of|the|bolter|head|and|the|steel|release|and|hit|his|left|hand|on|bolter|head,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand/left_hand|I-body_part/arm/hand/left_hand|O|O|B-body_part/head|O|O|O|B-body_part/head|O|O|O|O|O|O|O|B-body_part/arm/hand/left_hand|I-body_part/arm/hand/left_hand|O|O|B-body_part/head,train
employee|be|pull|self|out|of|rail|car|and|heard|shoulder|pop|employee|do|not|seek|medical|attention|until|10/24/2017|we|be|filing|this|11/2/2017|within|the|10|day|reporting|window,B-person/employee|O|O|O|O|O|O|B-vehicle/light_vehicle/car|O|O|B-body_part/arm/shoulder|O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|be|instal|line|curtain|while|try|to|staple|curtain|on|rib|he|step|in|6-inch|hole|and|twist|his|left|knee,B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/leg/knee/left_knee|I-body_part/leg/knee/left_knee,train
miner|be|take|water|pump|off|the|boom|of|the|jumbo|the|cable|use|to|suspend|the|pump|have|sliver|when|the|miner|be|handle|the|cable|to|remove|the|pump|the|sliver|of|cable|inadvertently|go|through|his|glove|which|result|in|puncture|to|his|right|thumb|this|incident|be|not|report|until|08/18/14|10|day|later|result|in|an|infection|require|prescription|medication,O|O|O|O|B-equipment/mechanical_equipment/pump|O|O|O|O|O|B-equipment/jumbo|O|O|O|O|O|O|B-equipment/mechanical_equipment/pump|O|O|O|O|O|O|O|O|O|O|O|O|B-equipment/mechanical_equipment/pump|O|O|O|O|O|O|O|O|O|O|O|O|B-injury/puncture|O|O|B-body_part/arm/hand/thumb/right_thumb|I-body_part/arm/hand/thumb/right_thumb|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
he|be|come|off|the|ladder|of|payloader|when|he|step|on|6x6|''|block|slip|off|and|hurt|his|left|ankle,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/leg/ankle/left_ankle|I-body_part/leg/ankle/left_ankle,train
the|employee|be|walk|in|back|of|bolter|when|he|tripped|over|bolter|cable|reach|out|with|hand|to|catch|himself|hit|roof|bolt|plate|accident|occur|on|001-0|outby|off|of|section|employee|receive|suture|top|of|left|hand|on|bottom|of|left|hand,O|B-person/employee|O|B-activity/walking|O|B-body_part/back|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm/hand|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|B-body_part/arm/hand/left_hand|I-body_part/arm/hand/left_hand|O|O|O|B-body_part/arm/hand/left_hand|I-body_part/arm/hand/left_hand,train
employee|sustain|laceration|to|inside|of|right|elbow|and|back|of|right|hand|while|pull|load|train|into|the|crude|ore|dump|pocket|at|the|evtac|plant|employee's|arm|be|out|of|the|window|of|the|locomotive|and|be|pinch|between|the|locomotive|cab|and|trap|machine|in|the|dump|pocket,B-person/employee|O|B-injury/laceration|O|O|O|B-body_part/arm/elbow/right_elbow|I-body_part/arm/elbow/right_elbow|O|B-body_part/back|O|B-body_part/arm/hand/right_hand|I-body_part/arm/hand/right_hand|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-body_part/arm|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
roof|fall|be|found|on|normal|weekly|exam|of|the|box|cut|intake|airway|block|12|spad|number|3677|``|old|number|section|track|entry|''|fall|be|in|an|intersection|18|wide|25|long|1/2|thick|bolt|with|resin|bolt|bolt|pull|out|approximately|''|sandstone|main|roof|slate|top|fell,O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
the|employee|be|hang|rib|mesh|underground|he|be|look|at|the|roof|and|step|on|piece|of|coal|which|cause|him|to|fall|to|the|ground|and|land|on|his|left|knee,O|B-person/employee|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-accident_cause/fall|O|O|O|O|O|O|O|B-body_part/leg/knee/left_knee|I-body_part/leg/knee/left_knee,train
the|main|hoist|go|down|at|10:45|be|with|broken|toe|on|the|shaft|guide|the|shoe|be|replace|and|the|hoist|be|operational|1:55|pm,O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
employee|notice|pain|in|his|leg|the|doctor|order|an|mri|and|have|determine|the|pain|be|cause|by|reoccurence|of|herniated|disc|an|injury|that-occur-|on|the|job|in|1998|when|employee|step|in|hole|and|twist|his|back|he|will|undergo|fusion|on|1/1/01|and|be|expect|to|be|out|of|work|for|three|to|six|month,B-person/employee|O|O|O|O|B-body_part/leg|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|B-injury|O|O|O|O|O|O|O|B-person/employee|O|O|O|O|O|O|B-body_part/back|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O|O,train
